bar,day,start,end,date
"Perfect Rabbit Tavern",Friday,09:00,22:15,2018-11-02
"Pleasant Parrot Tavern",Friday,08:00,22:00,2018-11-02
"Poor Bats Inn",Friday,08:00,23:30,2018-11-02
"Proud Spiders",Friday,11:00,23:30,2018-11-02
"Psychotic Seadog",Friday,12:00,23:15,2018-11-02
"Purple Pint Bar and Grille",Friday,08:00,22:30,2018-11-02
"Quickest Doves",Friday,08:00,23:45,2018-11-02
"Rainy Lime Tavern",Friday,11:00,23:45,2018-11-02
"Real Shark Inn",Friday,10:00,22:30,2018-11-02
"Regular Drum Tavern",Friday,09:00,22:30,2018-11-02
"Responsible Chair",Friday,09:00,22:30,2018-11-02
"Rich Tauren Bar",Friday,08:00,22:45,2018-11-02
"Russian Otter Pub",Friday,10:00,23:00,2018-11-02
"Rusty Sailor Outpost",Friday,09:00,22:00,2018-11-02
"Ruthless Chestnut",Friday,11:00,22:30,2018-11-02
"Safe Palm Inn",Friday,11:00,23:30,2018-11-02
"Scared Crossbow Tavern",Friday,11:00,23:00,2018-11-02
"Scary Kiwi",Friday,09:00,23:30,2018-11-02
"Shattered Oak",Friday,10:00,22:30,2018-11-02
"Shouting Snake Inn",Friday,12:00,22:00,2018-11-02
"Skinny Guitar",Friday,08:00,23:30,2018-11-02
"Smelly Crane Tavern",Friday,10:00,22:45,2018-11-02
"Snobbish Jackal Inn",Friday,11:00,23:30,2018-11-02
"Sore Head",Friday,10:00,23:15,2018-11-02
"Sour Axe Bar",Friday,10:00,23:45,2018-11-02
"Spicy Cats Tavern",Friday,08:00,23:15,2018-11-02
"Spinning Nomad Ale House",Friday,08:00,22:30,2018-11-02
"Spirited Brew Saloon",Friday,08:00,23:15,2018-11-02
"Steel Elf",Friday,09:00,23:00,2018-11-02
"Steel Yew",Friday,11:00,23:15,2018-11-02
"Sudden Dragon Bar",Friday,09:00,23:00,2018-11-02
"Sudden Octopus",Friday,11:00,22:00,2018-11-02
"Sweet And Sour Castle Bar",Friday,09:00,22:30,2018-11-02
"Swift Angels Pub",Friday,11:00,22:00,2018-11-02
"Tacky Lyre Pub",Friday,09:00,22:15,2018-11-02
"Tasty Fairy Tavern",Friday,09:00,23:45,2018-11-02
"Teeny Gauntlet Bar",Friday,10:00,22:15,2018-11-02
"Thundering Table Inn",Friday,08:00,23:00,2018-11-02
"Triangular Pegasus Inn",Friday,11:00,22:30,2018-11-02
"Twelve Spider Inn",Friday,11:00,22:30,2018-11-02
"Ugliest Pants Tavern",Friday,08:00,22:45,2018-11-02
"Uneven Ants Tavern",Friday,11:00,23:15,2018-11-02
"Unusual Truffle",Friday,09:00,22:15,2018-11-02
"Venomous River Inn",Friday,12:00,23:00,2018-11-02
"Wicked Stream",Friday,11:00,23:30,2018-11-02
"Wild Hag Bar",Friday,09:00,22:45,2018-11-02
"Windy Harp",Friday,10:00,22:00,2018-11-02
"Wretched Grape Inn",Friday,09:00,22:00,2018-11-02
"Wrong Whip Bar",Friday,09:00,23:45,2018-11-02
"Ye Olde Lord Bar",Friday,09:00,22:30,2018-11-02
"Absent Snow",Saturday,10:00,22:15,2018-11-03
"Admiral Benbow Inn",Saturday,09:00,22:00,2018-11-03
"Amused Lemon Parlor",Saturday,12:00,22:00,2018-11-03
Anchor,Saturday,11:00,22:15,2018-11-03
"Armed Pudding Bar",Saturday,11:00,22:15,2018-11-03
"Assorted Dandelion Bar",Saturday,08:00,22:30,2018-11-03
"Atomic Liquors",Saturday,10:00,23:45,2018-11-03
"Awful Salmon Bar",Saturday,10:00,22:45,2018-11-03
"Best Stick Tavern",Saturday,08:00,22:15,2018-11-03
"Bloody Lady",Saturday,09:00,22:15,2018-11-03
"Blue City",Saturday,10:00,23:15,2018-11-03
"Brave Olive Pub",Saturday,11:00,22:00,2018-11-03
"Busy Bachelor Bar",Saturday,12:00,23:45,2018-11-03
"Cheap Vampire",Saturday,12:00,23:15,2018-11-03
"Chinese Oak",Saturday,08:00,22:15,2018-11-03
"Chubby Badger Pub",Saturday,11:00,22:30,2018-11-03
"Chunky Hawks Tavern",Saturday,08:00,23:00,2018-11-03
"Clean Bed Inn",Saturday,09:00,23:45,2018-11-03
"Clever Child",Saturday,09:00,22:15,2018-11-03
"Courageous Lyre Bar",Saturday,08:00,22:00,2018-11-03
"Courageous Melon",Saturday,08:00,23:00,2018-11-03
"Crooked Sailor Ale House",Saturday,08:00,23:15,2018-11-03
"Daily Barracuda Inn",Saturday,12:00,22:15,2018-11-03
"Dandy Cloud Bistro",Saturday,12:00,22:30,2018-11-03
"Deep Flute Bar",Saturday,08:00,22:30,2018-11-03
"Deep Glass Bar",Saturday,11:00,23:30,2018-11-03
"Deep Lantern",Saturday,11:00,23:30,2018-11-03
"Diamond Turtle Inn",Saturday,08:00,23:15,2018-11-03
"Different Kumquat Pub",Saturday,11:00,22:00,2018-11-03
"Discreet Elderberry Pub",Saturday,08:00,22:15,2018-11-03
"Dizzy Lemon Lounge",Saturday,11:00,23:45,2018-11-03
"Double Swan Tavern",Saturday,12:00,23:30,2018-11-03
"Drab Parrots Pub",Saturday,10:00,23:00,2018-11-03
"Dramatic Crabs",Saturday,10:00,22:15,2018-11-03
"Earthy Bird Pub",Saturday,11:00,23:45,2018-11-03
"Empty Snapdragon Pub",Saturday,08:00,22:30,2018-11-03
"Familiar Pony Tavern",Saturday,12:00,22:45,2018-11-03
"Famous Tiger Pub",Saturday,09:00,22:15,2018-11-03
"Fascinated Chick Pub",Saturday,10:00,22:30,2018-11-03
"Fascinated Demon Pub",Saturday,09:00,23:00,2018-11-03
"Fearless Drum Bar",Saturday,10:00,22:45,2018-11-03
"Fluffy Husband",Saturday,08:00,23:45,2018-11-03
"Foamy Cave",Saturday,12:00,23:15,2018-11-03
"Full Guitar",Saturday,08:00,22:45,2018-11-03
"Gifted Pillow Inn",Saturday,08:00,23:45,2018-11-03
"Gifted Zebra Tavern",Saturday,12:00,23:15,2018-11-03
"Gray City",Saturday,12:00,23:00,2018-11-03
"Gypsy Root Roadhouse",Saturday,12:00,23:15,2018-11-03
"Harsh Flame Tavern",Saturday,08:00,22:00,2018-11-03
"Hidden Lady Parlor",Saturday,12:00,22:00,2018-11-03
"Hidden Table Brewpub",Saturday,12:00,23:15,2018-11-03
"Hissing Ocean Bar",Saturday,08:00,22:45,2018-11-03
"Hoppy Apple Brewhouse",Saturday,09:00,22:15,2018-11-03
"Hot Cup Inn",Saturday,09:00,22:45,2018-11-03
"Hungry Skunks Bar",Saturday,10:00,22:00,2018-11-03
"Hungry Turtle Pub",Saturday,11:00,23:15,2018-11-03
"Hungry Vanilla Bean Tavern",Saturday,12:00,23:45,2018-11-03
"Hypnotic Gate Tavern",Saturday,12:00,23:15,2018-11-03
"Icky Elephants Tavern",Saturday,11:00,22:15,2018-11-03
"Impossible Fire",Saturday,12:00,22:45,2018-11-03
"Incredible Sailboat Pub",Saturday,09:00,22:15,2018-11-03
"Interesting Trumpet Inn",Saturday,09:00,22:30,2018-11-03
"Iron Library Tavern",Saturday,12:00,23:00,2018-11-03
"Iron Tigress Inn",Saturday,11:00,22:15,2018-11-03
"Iron Turkey",Saturday,09:00,23:30,2018-11-03
"Itchy Cheetah Bar",Saturday,09:00,23:00,2018-11-03
"Ivory Lamb Pub",Saturday,11:00,23:15,2018-11-03
"Jaded Pants Pub",Saturday,11:00,23:45,2018-11-03
"Jealous Fiddle Pub",Saturday,09:00,23:15,2018-11-03
"Keen Snail Bar",Saturday,09:00,23:15,2018-11-03
"Latino Magpie",Saturday,11:00,23:45,2018-11-03
"Laughing Elephant Tavern",Saturday,08:00,22:15,2018-11-03
"Little Elixir Club",Saturday,12:00,23:45,2018-11-03
"Lively Elf",Saturday,11:00,22:15,2018-11-03
"Lonely Snowdrop",Saturday,10:00,23:00,2018-11-03
"Loud Elderberry Bar",Saturday,11:00,22:15,2018-11-03
"Lying Explorer Tavern",Saturday,10:00,22:45,2018-11-03
"Magnificent Dark Elf Bar",Saturday,08:00,22:45,2018-11-03
"Middle Cushion Bar",Saturday,09:00,23:45,2018-11-03
"Mixing Demon Pub",Saturday,09:00,22:30,2018-11-03
"Molten Ants Bar",Saturday,11:00,22:45,2018-11-03
"Natural Leopard",Saturday,12:00,22:15,2018-11-03
"Natural Squash Tavern",Saturday,08:00,23:45,2018-11-03
"Naughty Bean Inn",Saturday,10:00,22:00,2018-11-03
"Needy Mind Tavern",Saturday,10:00,22:45,2018-11-03
"Nervous Jaguar Inn",Saturday,08:00,23:45,2018-11-03
"Nervous Mountain Inn",Saturday,09:00,23:45,2018-11-03
"New Spider Bar",Saturday,12:00,23:15,2018-11-03
"Nifty Branch Inn",Saturday,10:00,23:45,2018-11-03
"Nimble Squash",Saturday,10:00,22:30,2018-11-03
"Nimble Stream Pub",Saturday,12:00,23:00,2018-11-03
"Oceanic Knight Inn",Saturday,08:00,22:45,2018-11-03
"Oceanic Woodpecker Inn",Saturday,12:00,22:00,2018-11-03
"Organic Buffalo Bar",Saturday,10:00,23:30,2018-11-03
"Original Acorn Roadhouse",Saturday,10:00,23:30,2018-11-03
"Original Horse Brewpub",Saturday,08:00,22:30,2018-11-03
"Outrageous Sailboat Inn",Saturday,12:00,22:15,2018-11-03
"Overrated Pigeons Pub",Saturday,09:00,22:15,2018-11-03
"Parallel Pegasus Bar",Saturday,12:00,23:45,2018-11-03
"Peaceful Bison",Saturday,11:00,23:00,2018-11-03
"Perfect Rabbit Tavern",Saturday,10:00,23:45,2018-11-03
"Pleasant Parrot Tavern",Saturday,09:00,22:45,2018-11-03
"Poor Bats Inn",Saturday,08:00,22:45,2018-11-03
"Proud Spiders",Saturday,10:00,22:15,2018-11-03
"Psychotic Seadog",Saturday,08:00,23:30,2018-11-03
"Purple Pint Bar and Grille",Saturday,08:00,23:15,2018-11-03
"Quickest Doves",Saturday,10:00,22:00,2018-11-03
"Rainy Lime Tavern",Saturday,09:00,22:00,2018-11-03
"Real Shark Inn",Saturday,11:00,22:45,2018-11-03
"Regular Drum Tavern",Saturday,08:00,23:15,2018-11-03
"Responsible Chair",Saturday,08:00,23:15,2018-11-03
"Rich Tauren Bar",Saturday,12:00,23:00,2018-11-03
"Russian Otter Pub",Saturday,12:00,22:45,2018-11-03
"Rusty Sailor Outpost",Saturday,09:00,22:30,2018-11-03
"Ruthless Chestnut",Saturday,10:00,23:30,2018-11-03
"Safe Palm Inn",Saturday,12:00,23:15,2018-11-03
"Scared Crossbow Tavern",Saturday,08:00,22:00,2018-11-03
"Scary Kiwi",Saturday,10:00,23:45,2018-11-03
"Shattered Oak",Saturday,10:00,22:00,2018-11-03
"Shouting Snake Inn",Saturday,12:00,22:15,2018-11-03
"Skinny Guitar",Saturday,11:00,23:30,2018-11-03
"Smelly Crane Tavern",Saturday,12:00,23:15,2018-11-03
"Snobbish Jackal Inn",Saturday,08:00,22:30,2018-11-03
"Sore Head",Saturday,12:00,22:30,2018-11-03
"Sour Axe Bar",Saturday,10:00,22:30,2018-11-03
"Spicy Cats Tavern",Saturday,10:00,23:30,2018-11-03
"Spinning Nomad Ale House",Saturday,10:00,22:00,2018-11-03
"Spirited Brew Saloon",Saturday,08:00,22:30,2018-11-03
"Steel Elf",Saturday,11:00,23:00,2018-11-03
"Steel Yew",Saturday,12:00,22:00,2018-11-03
"Sudden Dragon Bar",Saturday,12:00,22:00,2018-11-03
"Sudden Octopus",Saturday,08:00,22:45,2018-11-03
"Sweet And Sour Castle Bar",Saturday,08:00,23:00,2018-11-03
"Swift Angels Pub",Saturday,12:00,22:30,2018-11-03
"Tacky Lyre Pub",Saturday,12:00,23:15,2018-11-03
"Tasty Fairy Tavern",Saturday,10:00,22:45,2018-11-03
"Teeny Gauntlet Bar",Saturday,09:00,23:30,2018-11-03
"Thundering Table Inn",Saturday,10:00,22:30,2018-11-03
"Triangular Pegasus Inn",Saturday,11:00,22:30,2018-11-03
"Twelve Spider Inn",Saturday,12:00,22:15,2018-11-03
"Ugliest Pants Tavern",Saturday,09:00,22:00,2018-11-03
"Uneven Ants Tavern",Saturday,10:00,23:00,2018-11-03
"Unusual Truffle",Saturday,12:00,23:15,2018-11-03
"Venomous River Inn",Saturday,09:00,22:00,2018-11-03
"Wicked Stream",Saturday,12:00,22:15,2018-11-03
"Wild Hag Bar",Saturday,09:00,22:00,2018-11-03
"Windy Harp",Saturday,11:00,22:45,2018-11-03
"Wretched Grape Inn",Saturday,12:00,23:15,2018-11-03
"Wrong Whip Bar",Saturday,08:00,22:00,2018-11-03
"Ye Olde Lord Bar",Saturday,12:00,23:45,2018-11-03
"Absent Snow",Sunday,12:00,22:15,2018-11-04
"Admiral Benbow Inn",Sunday,10:00,23:00,2018-11-04
"Amused Lemon Parlor",Sunday,09:00,23:30,2018-11-04
Anchor,Sunday,10:00,22:45,2018-11-04
"Armed Pudding Bar",Sunday,10:00,23:00,2018-11-04
"Assorted Dandelion Bar",Sunday,10:00,23:45,2018-11-04
"Atomic Liquors",Sunday,08:00,23:45,2018-11-04
"Awful Salmon Bar",Sunday,11:00,22:15,2018-11-04
"Best Stick Tavern",Sunday,11:00,23:30,2018-11-04
"Bloody Lady",Sunday,09:00,22:15,2018-11-04
"Blue City",Sunday,09:00,22:00,2018-11-04
"Brave Olive Pub",Sunday,08:00,23:00,2018-11-04
"Busy Bachelor Bar",Sunday,10:00,22:30,2018-11-04
"Cheap Vampire",Sunday,08:00,23:00,2018-11-04
"Chinese Oak",Sunday,10:00,22:00,2018-11-04
"Chubby Badger Pub",Sunday,08:00,22:30,2018-11-04
"Chunky Hawks Tavern",Sunday,12:00,23:15,2018-11-04
"Clean Bed Inn",Sunday,09:00,22:30,2018-11-04
"Clever Child",Sunday,11:00,22:45,2018-11-04
"Courageous Lyre Bar",Sunday,11:00,22:30,2018-11-04
"Courageous Melon",Sunday,12:00,22:00,2018-11-04
"Crooked Sailor Ale House",Sunday,12:00,22:45,2018-11-04
"Daily Barracuda Inn",Sunday,12:00,22:30,2018-11-04
"Dandy Cloud Bistro",Sunday,10:00,22:00,2018-11-04
"Deep Flute Bar",Sunday,09:00,23:30,2018-11-04
"Deep Glass Bar",Sunday,11:00,22:15,2018-11-04
"Deep Lantern",Sunday,11:00,23:15,2018-11-04
"Diamond Turtle Inn",Sunday,11:00,23:45,2018-11-04
"Different Kumquat Pub",Sunday,09:00,22:45,2018-11-04
"Discreet Elderberry Pub",Sunday,11:00,23:45,2018-11-04
"Dizzy Lemon Lounge",Sunday,09:00,22:30,2018-11-04
"Double Swan Tavern",Sunday,12:00,22:00,2018-11-04
"Drab Parrots Pub",Sunday,12:00,22:45,2018-11-04
"Dramatic Crabs",Sunday,10:00,23:45,2018-11-04
"Earthy Bird Pub",Sunday,11:00,23:15,2018-11-04
"Empty Snapdragon Pub",Sunday,10:00,22:30,2018-11-04
"Familiar Pony Tavern",Sunday,09:00,22:30,2018-11-04
"Famous Tiger Pub",Sunday,11:00,22:00,2018-11-04
"Fascinated Chick Pub",Sunday,11:00,23:15,2018-11-04
"Fascinated Demon Pub",Sunday,11:00,23:00,2018-11-04
"Fearless Drum Bar",Sunday,09:00,23:00,2018-11-04
"Fluffy Husband",Sunday,10:00,23:45,2018-11-04
"Foamy Cave",Sunday,10:00,23:00,2018-11-04
"Full Guitar",Sunday,11:00,23:30,2018-11-04
"Gifted Pillow Inn",Sunday,08:00,23:30,2018-11-04
"Gifted Zebra Tavern",Sunday,11:00,22:00,2018-11-04
"Gray City",Sunday,12:00,22:15,2018-11-04
"Gypsy Root Roadhouse",Sunday,09:00,23:00,2018-11-04
"Harsh Flame Tavern",Sunday,10:00,23:00,2018-11-04
"Hidden Lady Parlor",Sunday,09:00,23:30,2018-11-04
"Hidden Table Brewpub",Sunday,08:00,22:00,2018-11-04
"Hissing Ocean Bar",Sunday,08:00,22:00,2018-11-04
"Hoppy Apple Brewhouse",Sunday,11:00,23:15,2018-11-04
"Hot Cup Inn",Sunday,11:00,22:00,2018-11-04
"Hungry Skunks Bar",Sunday,09:00,23:00,2018-11-04
"Hungry Turtle Pub",Sunday,11:00,23:30,2018-11-04
"Hungry Vanilla Bean Tavern",Sunday,08:00,22:15,2018-11-04
"Hypnotic Gate Tavern",Sunday,09:00,23:45,2018-11-04
"Icky Elephants Tavern",Sunday,11:00,23:30,2018-11-04
"Impossible Fire",Sunday,12:00,22:15,2018-11-04
"Incredible Sailboat Pub",Sunday,09:00,23:00,2018-11-04
"Interesting Trumpet Inn",Sunday,12:00,22:15,2018-11-04
"Iron Library Tavern",Sunday,08:00,22:45,2018-11-04
"Iron Tigress Inn",Sunday,08:00,22:45,2018-11-04
"Iron Turkey",Sunday,11:00,22:30,2018-11-04
"Itchy Cheetah Bar",Sunday,12:00,23:30,2018-11-04
"Ivory Lamb Pub",Sunday,08:00,22:00,2018-11-04
"Jaded Pants Pub",Sunday,12:00,22:45,2018-11-04
"Jealous Fiddle Pub",Sunday,10:00,22:30,2018-11-04
"Keen Snail Bar",Sunday,08:00,23:30,2018-11-04
"Latino Magpie",Sunday,12:00,23:00,2018-11-04
"Laughing Elephant Tavern",Sunday,08:00,22:30,2018-11-04
"Little Elixir Club",Sunday,12:00,22:00,2018-11-04
"Lively Elf",Sunday,09:00,22:00,2018-11-04
"Lonely Snowdrop",Sunday,10:00,23:00,2018-11-04
"Loud Elderberry Bar",Sunday,08:00,23:00,2018-11-04
"Lying Explorer Tavern",Sunday,10:00,22:00,2018-11-04
"Magnificent Dark Elf Bar",Sunday,12:00,23:15,2018-11-04
"Middle Cushion Bar",Sunday,08:00,23:30,2018-11-04
"Mixing Demon Pub",Sunday,12:00,23:45,2018-11-04
"Molten Ants Bar",Sunday,12:00,22:15,2018-11-04
"Natural Leopard",Sunday,12:00,22:15,2018-11-04
"Natural Squash Tavern",Sunday,08:00,22:30,2018-11-04
"Naughty Bean Inn",Sunday,09:00,23:30,2018-11-04
"Needy Mind Tavern",Sunday,12:00,22:15,2018-11-04
"Nervous Jaguar Inn",Sunday,11:00,23:00,2018-11-04
"Nervous Mountain Inn",Sunday,12:00,22:45,2018-11-04
"New Spider Bar",Sunday,09:00,22:15,2018-11-04
"Nifty Branch Inn",Sunday,11:00,23:00,2018-11-04
"Nimble Squash",Sunday,12:00,23:30,2018-11-04
"Nimble Stream Pub",Sunday,09:00,22:30,2018-11-04
"Oceanic Knight Inn",Sunday,12:00,22:15,2018-11-04
"Oceanic Woodpecker Inn",Sunday,08:00,23:15,2018-11-04
"Organic Buffalo Bar",Sunday,12:00,22:15,2018-11-04
"Original Acorn Roadhouse",Sunday,09:00,23:45,2018-11-04
"Original Horse Brewpub",Sunday,10:00,22:00,2018-11-04
"Outrageous Sailboat Inn",Sunday,09:00,22:30,2018-11-04
"Overrated Pigeons Pub",Sunday,11:00,22:30,2018-11-04
"Parallel Pegasus Bar",Sunday,12:00,22:15,2018-11-04
"Peaceful Bison",Sunday,12:00,23:15,2018-11-04
"Perfect Rabbit Tavern",Sunday,09:00,23:15,2018-11-04
"Pleasant Parrot Tavern",Sunday,10:00,22:15,2018-11-04
"Poor Bats Inn",Sunday,10:00,22:30,2018-11-04
"Proud Spiders",Sunday,12:00,22:15,2018-11-04
"Psychotic Seadog",Sunday,09:00,23:30,2018-11-04
"Purple Pint Bar and Grille",Sunday,09:00,23:30,2018-11-04
"Quickest Doves",Sunday,12:00,22:30,2018-11-04
"Rainy Lime Tavern",Sunday,11:00,22:15,2018-11-04
"Real Shark Inn",Sunday,09:00,23:00,2018-11-04
"Regular Drum Tavern",Sunday,08:00,23:00,2018-11-04
"Responsible Chair",Sunday,08:00,22:45,2018-11-04
"Rich Tauren Bar",Sunday,08:00,22:15,2018-11-04
"Russian Otter Pub",Sunday,10:00,22:00,2018-11-04
"Rusty Sailor Outpost",Sunday,12:00,23:45,2018-11-04
"Ruthless Chestnut",Sunday,09:00,23:45,2018-11-04
"Safe Palm Inn",Sunday,08:00,23:15,2018-11-04
"Scared Crossbow Tavern",Sunday,11:00,23:30,2018-11-04
"Scary Kiwi",Sunday,09:00,23:30,2018-11-04
"Shattered Oak",Sunday,09:00,22:30,2018-11-04
"Shouting Snake Inn",Sunday,10:00,22:15,2018-11-04
"Skinny Guitar",Sunday,09:00,22:45,2018-11-04
"Smelly Crane Tavern",Sunday,12:00,23:45,2018-11-04
"Snobbish Jackal Inn",Sunday,12:00,23:30,2018-11-04
"Sore Head",Sunday,09:00,23:30,2018-11-04
"Sour Axe Bar",Sunday,09:00,23:45,2018-11-04
"Spicy Cats Tavern",Sunday,08:00,23:45,2018-11-04
"Spinning Nomad Ale House",Sunday,11:00,22:30,2018-11-04
"Spirited Brew Saloon",Sunday,08:00,22:15,2018-11-04
"Steel Elf",Sunday,08:00,22:30,2018-11-04
"Steel Yew",Sunday,11:00,22:15,2018-11-04
"Sudden Dragon Bar",Sunday,12:00,22:00,2018-11-04
"Sudden Octopus",Sunday,08:00,22:15,2018-11-04
"Sweet And Sour Castle Bar",Sunday,10:00,23:45,2018-11-04
"Swift Angels Pub",Sunday,10:00,23:30,2018-11-04
"Tacky Lyre Pub",Sunday,10:00,22:15,2018-11-04
"Tasty Fairy Tavern",Sunday,08:00,22:30,2018-11-04
"Teeny Gauntlet Bar",Sunday,08:00,22:00,2018-11-04
"Thundering Table Inn",Sunday,09:00,23:15,2018-11-04
"Triangular Pegasus Inn",Sunday,12:00,22:00,2018-11-04
"Twelve Spider Inn",Sunday,08:00,22:00,2018-11-04
"Ugliest Pants Tavern",Sunday,10:00,22:00,2018-11-04
"Uneven Ants Tavern",Sunday,11:00,22:00,2018-11-04
"Unusual Truffle",Sunday,12:00,23:30,2018-11-04
"Venomous River Inn",Sunday,09:00,23:00,2018-11-04
"Wicked Stream",Sunday,08:00,22:00,2018-11-04
"Wild Hag Bar",Sunday,10:00,23:45,2018-11-04
"Windy Harp",Sunday,12:00,22:00,2018-11-04
"Wretched Grape Inn",Sunday,08:00,23:45,2018-11-04
"Wrong Whip Bar",Sunday,08:00,23:45,2018-11-04
"Ye Olde Lord Bar",Sunday,09:00,23:00,2018-11-04
"Absent Snow",Monday,12:00,23:45,2018-11-05
"Admiral Benbow Inn",Monday,10:00,22:30,2018-11-05
"Amused Lemon Parlor",Monday,12:00,23:45,2018-11-05
Anchor,Monday,08:00,22:00,2018-11-05
"Armed Pudding Bar",Monday,11:00,23:15,2018-11-05
"Assorted Dandelion Bar",Monday,09:00,22:45,2018-11-05
"Atomic Liquors",Monday,10:00,23:00,2018-11-05
"Awful Salmon Bar",Monday,12:00,22:15,2018-11-05
"Best Stick Tavern",Monday,10:00,22:15,2018-11-05
"Bloody Lady",Monday,11:00,23:30,2018-11-05
"Blue City",Monday,09:00,23:15,2018-11-05
"Brave Olive Pub",Monday,10:00,23:30,2018-11-05
"Busy Bachelor Bar",Monday,09:00,22:15,2018-11-05
"Cheap Vampire",Monday,09:00,23:45,2018-11-05
"Chinese Oak",Monday,08:00,22:15,2018-11-05
"Chubby Badger Pub",Monday,11:00,23:15,2018-11-05
"Chunky Hawks Tavern",Monday,08:00,22:00,2018-11-05
"Clean Bed Inn",Monday,12:00,22:30,2018-11-05
"Clever Child",Monday,12:00,22:15,2018-11-05
"Courageous Lyre Bar",Monday,08:00,22:45,2018-11-05
"Courageous Melon",Monday,08:00,23:00,2018-11-05
"Crooked Sailor Ale House",Monday,09:00,23:00,2018-11-05
"Daily Barracuda Inn",Monday,11:00,22:30,2018-11-05
"Dandy Cloud Bistro",Monday,09:00,22:30,2018-11-05
"Deep Flute Bar",Monday,12:00,23:15,2018-11-05
"Deep Glass Bar",Monday,08:00,22:00,2018-11-05
"Deep Lantern",Monday,08:00,23:15,2018-11-05
"Diamond Turtle Inn",Monday,12:00,23:30,2018-11-05
"Different Kumquat Pub",Monday,12:00,22:45,2018-11-05
"Discreet Elderberry Pub",Monday,09:00,22:00,2018-11-05
"Dizzy Lemon Lounge",Monday,09:00,23:00,2018-11-05
"Double Swan Tavern",Monday,09:00,23:30,2018-11-05
"Drab Parrots Pub",Monday,10:00,23:00,2018-11-05
"Dramatic Crabs",Monday,10:00,23:45,2018-11-05
"Earthy Bird Pub",Monday,08:00,23:30,2018-11-05
"Empty Snapdragon Pub",Monday,11:00,23:45,2018-11-05
"Familiar Pony Tavern",Monday,10:00,22:15,2018-11-05
"Famous Tiger Pub",Monday,11:00,23:30,2018-11-05
"Fascinated Chick Pub",Monday,08:00,22:15,2018-11-05
"Fascinated Demon Pub",Monday,11:00,23:45,2018-11-05
"Fearless Drum Bar",Monday,08:00,22:45,2018-11-05
"Fluffy Husband",Monday,08:00,22:30,2018-11-05
"Foamy Cave",Monday,09:00,23:45,2018-11-05
"Full Guitar",Monday,10:00,23:45,2018-11-05
"Gifted Pillow Inn",Monday,08:00,23:30,2018-11-05
"Gifted Zebra Tavern",Monday,10:00,22:30,2018-11-05
"Gray City",Monday,10:00,23:15,2018-11-05
"Gypsy Root Roadhouse",Monday,10:00,23:15,2018-11-05
"Harsh Flame Tavern",Monday,08:00,22:15,2018-11-05
"Hidden Lady Parlor",Monday,08:00,23:00,2018-11-05
"Hidden Table Brewpub",Monday,08:00,22:45,2018-11-05
"Hissing Ocean Bar",Monday,12:00,23:00,2018-11-05
"Hoppy Apple Brewhouse",Monday,08:00,23:00,2018-11-05
"Hot Cup Inn",Monday,09:00,22:00,2018-11-05
"Hungry Skunks Bar",Monday,12:00,22:30,2018-11-05
"Hungry Turtle Pub",Monday,10:00,23:30,2018-11-05
"Hungry Vanilla Bean Tavern",Monday,09:00,22:30,2018-11-05
"Hypnotic Gate Tavern",Monday,10:00,23:15,2018-11-05
"Icky Elephants Tavern",Monday,11:00,23:45,2018-11-05
"Impossible Fire",Monday,08:00,23:45,2018-11-05
"Incredible Sailboat Pub",Monday,10:00,23:00,2018-11-05
"Interesting Trumpet Inn",Monday,10:00,22:15,2018-11-05
"Iron Library Tavern",Monday,10:00,23:15,2018-11-05
"Iron Tigress Inn",Monday,10:00,23:45,2018-11-05
"Iron Turkey",Monday,09:00,22:45,2018-11-05
"Itchy Cheetah Bar",Monday,11:00,22:15,2018-11-05
"Ivory Lamb Pub",Monday,08:00,22:30,2018-11-05
"Jaded Pants Pub",Monday,08:00,23:30,2018-11-05
"Jealous Fiddle Pub",Monday,10:00,23:15,2018-11-05
"Keen Snail Bar",Monday,12:00,22:15,2018-11-05
"Latino Magpie",Monday,08:00,23:15,2018-11-05
"Laughing Elephant Tavern",Monday,10:00,22:30,2018-11-05
"Little Elixir Club",Monday,08:00,22:00,2018-11-05
"Lively Elf",Monday,12:00,23:45,2018-11-05
"Lonely Snowdrop",Monday,11:00,22:30,2018-11-05
"Loud Elderberry Bar",Monday,09:00,23:15,2018-11-05
"Lying Explorer Tavern",Monday,10:00,23:00,2018-11-05
"Magnificent Dark Elf Bar",Monday,08:00,22:00,2018-11-05
"Middle Cushion Bar",Monday,08:00,23:00,2018-11-05
"Mixing Demon Pub",Monday,11:00,22:15,2018-11-05
"Molten Ants Bar",Monday,10:00,22:30,2018-11-05
"Natural Leopard",Monday,09:00,22:00,2018-11-05
"Natural Squash Tavern",Monday,12:00,22:30,2018-11-05
"Naughty Bean Inn",Monday,09:00,23:00,2018-11-05
"Needy Mind Tavern",Monday,12:00,23:30,2018-11-05
"Nervous Jaguar Inn",Monday,10:00,22:30,2018-11-05
"Nervous Mountain Inn",Monday,11:00,23:00,2018-11-05
"New Spider Bar",Monday,08:00,22:30,2018-11-05
"Nifty Branch Inn",Monday,08:00,23:00,2018-11-05
"Nimble Squash",Monday,08:00,23:15,2018-11-05
"Nimble Stream Pub",Monday,08:00,23:15,2018-11-05
"Oceanic Knight Inn",Monday,09:00,22:45,2018-11-05
"Oceanic Woodpecker Inn",Monday,09:00,23:30,2018-11-05
